10000 VSyncFunc
6F448 _spu_FwriteByIO
6F5C8 _spu_FiDMA
6F680 _spu_t
6F908 _spu_Fw
6F990 _spu_FsetRXX
6F9DC _spu_FsetRXXa
6FA80 _spu_FsetDelayW
6FAAC _spu_FsetDelayR
6FAD8 _spu_Fw1ts
700A0 CD_sync
70320 CD_ready
705E8 CD_cw
709F4 CD_flush
70AC8 CD_initvol
70BB8 CD_init
70D98 CD_datasync
70F00 CD_set_test_parmnum
70FE8 DeliverEvent
70FF8 SysDeqIntRP
71008 SysEnqIntRP
71018 InitHeap
71028 __sn_cpp_structors
71084 _spu_gcSPU
71384 _SpuInit
71474 SpuStart
714E0 TestEvent
71A50 CdRead
71BEC CdReadSync
71CF0 UserFuncInit
71D00 UserFuncOpen
71D7C UserFuncExecute
71DE8 UserFuncComplete
71E00 funcEvSpIOE
71E14 funcEvSpError
71E28 funcEvSpTimeout
71E3C funcEvSpNewcard
71E50 funcEvSpIOEx
71E64 funcEvSpErrorx
71E78 funcEvSpTimeoutx
71E8C funcEvSpNewcardx
71EA0 _card_start
7207C _card_stop
72130 _clr_card_event
72238 _get_card_event
72310 _get_card_event_x
723E8 _chk_card_event
72424 _chk_card_event_x
72460 _card_info
72470 _card_clear
724B0 _card_load
724C0 open
724D0 close
724E0 lseek
724F0 read
72500 write
72510 firstfile
727B0 nextfile
727C0 _card_format2
72B90 _card_create2
73250 _SpuSetAnyVoice
73450 _SpuIsInAllocateArea
734D0 _SpuIsInAllocateArea_
734F8 _SpuDataCallback
7351C CloseEvent
7352C _spu_setReverbAttr
739F8 SpuClearReverbWorkArea
73B90 _SN_read
73BA8 _SN_write
73BC0 SpuSetVoiceAttr
73BE8 erase
73BF8 FlushCache
73C08 ReadInitPadFlag
73C18 InitCARD2
73C28 _patch_card_info
73D04 _patch_card
73D98 _patch_card2
73E08 _copy_memcard_patch
73E48 StartCARD2
73E58 CdSyncCallback
73E78 CdDataCallback
73EA8 CdGetSector2
73EC8 CdDataSync
73EE8 CdGetSector
73F08 CdReadyCallback
73F28 CdStatus
73F38 CdLastPos
73F48 CdFlush
73F68 CdMode
73F78 CdReady
73F98 _new_card
73FA8 _card_write
73FB8 firstfile2
73FC8 _card_read
73FD8 WaitEvent
73FE8 _SpuRSetVoiceAttr
745F4 CD_getsector2
746E4 CD_getsector
747E4 _spu_note2pitch
74920 QuadVertTable
74954 QVertTableA
74988 QVertTableB
749BC QVertTableC
749F0 QVertTableD
74A24 QuadVertTables
74A34 QuadVertTableStart
74A38 TriVertTable
74A64 TVertTableA
74A90 TVertTableB
74ABC TVertTableC
74AE8 TVertTableD
74B14 TriVertTables
74B24 TriVertTableStart
74B28 GetBounds
74C30 DrawRoomletListAsmBinocular
75124 RoomLoop
754DC UnpackRGB
75554 ClipXY
75608 InitSubdivision
75760 SubPolyGTLoop
75834 SubdivSetup3
75880 SubPolyGT3
759BC SubPolyGT4
75B64 SubdivTri64
75BF0 CreateNewVertex
75C80 Add2DPrim
75CC8 ClipToScreen
75D48 InitPrim
75D6C MyAddPrim
75D84 DrawMesh
76420 Unstack
76454 lineme
764D0 mPushMatrix
76520 mPopMatrix
76534 mPushUnitMatrix
76558 mTranslate
76568 mTranslateAbsXYZ
7658C mTranslateXYZ
7669C mRotX
76744 mRotY
767E8 mRotYXZ
76804 mRotZ
768BC mRotSuperPackedYXZ
7693C mRotPackedYXZ
7696C SetRotation
76970 setrot
7699C mLoadMatrix
769E4 mCopyMatrix
76A28 ASM_GetBounds
76AF4 mSetTrans
76B14 mClipBoundingBox
76CB4 InitInterpolation
76D3C iPushMatrix
76D8C iPopMatrix
76DB8 iRotX
76E60 iRotY
76F04 iRotZ
76FBC iRotYXZ
76FDC iRotPackedYXZ
7700C iRotSuperPackedYXZ
77090 iTranslateXYZ
7709C iTranslateXYZ2
771D8 iLoadMatrix
77220 SetRotation_I
77250 InterpolateMatrix
77580 mResetCols
775A0 mNormalise
775CC mNormaliseXYZ
77678 mGetAngle
77728 phd_LookAt
77784 phd_GenerateW2V
77928 phd_GetVectorAngles
779DC phd_sqrt_asm
77A40 phd_atan_asm
77AEC mQuickW2VMatrix
77BD8 AlterFOV
77C20 mRotBoundingBoxNoPersp
77D48 ScaleCurrentMatrix
77E70 GetRoomBoundsAsm
784F4 PCopen0
78530 PClseek0
785A8 PCread0
78660 PCclose0
786A4 PCwrite0
786E0 PCcreat0
78720 WE_GOT_AN_ERROR
78724 getceiling_jumptable
78778 getheight_jumptable
787CC GetDoor
78878 CheckNoColCeilingTriangle
78954 GetFloor
78BD0 CheckNoColFloorTriangle
78C74 GetHeight
78D60 GH_main_height_loop
78D94 GH_first_case
78EA0 GH_tilt_type_case
78EEC GH_third_case
78EF4 GH_fifth_case
78F00 GH_lava_type_case
78F0C GH_trigger_type_case
78FC0 GH_end_of_case
78FCC GH_exit
78FEC GH_adjust_height
79060 GetCeiling
792E0 GC_switch_case_loop
79314 GC_get_ceiling_case1
79318 GC_trigger_type_case
793C8 GC_end_of_switch_case_loop
793D0 GC_exit_with_height
793D4 GC_exit
793EC GC_adjust_height
79460 LOS
79558 zLOS
79850 xLOS
79B48 ClipTarget
79D24 ObjectOnLOS2
79FC4 DoRayBox
7A6FC local_mRotY
7A7B8 RayBoxIntersect
7AB1C MULFP
7AB38 DIVFP
7AB4C Normalise_ASM
7AC70 MoveLaraPosition
7ADFC Move3DPosTo3DPos
7B07C GetTiltType
7B210 GetCollisionInfo
7BA34 FindGridShift
7BA68 CollideStaticObjects
7BC8C TestLaraPosition
7BDFC mTransposeMatrixGTE
7BE60 AlignLaraPosition
7BEEC ShiftItem
7BF2C ItemNearLara
7C000 TestBoundsCollide
7C128 ObjectCollision
7C1B8 ItemPushLara
7C58C UpdateLaraRoom
7C608 ItemNewRoom
7C6E8 GenericSphereBoxCollision
7C968 GetCollidedObjects
7CE88 UpdateSky
7CF04 AnimateItem
7D410 TranslateItem
7D48C GetChange
7D53C AnimateLara
7D950 DrawBinoculars
7DC8C DrawSkyMesh
7DF00 HorClipXY
7DFBC DrawFlatSky_ASM
7E178 DrawSubdivChunk
7E224 SkyClipXY
7E2E0 DrawMoon
7E3D4 Div3Tab
7E3EC Div4Tab
7E408 DrawSubDivMesh
7E65C IniPrim
7E6C8 InitSubDiv
7E774 SubDiv
7E830 SubDiv3
7E8F4 SubDiv4
7EA08 DrawClippedMesh
7EC6C UnpackRGB
7ECDC ultimate_clipper
7ED50 InitGT3
7ED78 InitGT4
7EDAC initialise_light_matrix
7EEC4 phd_PutPolygons
7EEF4 phd_PutPolygons_normal
7F304 DrawExit
7F340 DrawMesh_Env
7F60C dirty_envmap_intensity_shit_TRI
7F7BC dirty_envmap_intensity_shit_QUAD
7F9C0 InitObjGTE
7F9E4 MakeMono
7FAD4 phd_PutPolygons_seethrough
7FF38 InitGT3_V2
800C0 do_the_flat_colursub_poly_tri
801C0 InitGT4_V2
803C4 do_the_flat_colursub_poly_quad
804E8 phd_PutPolygons_pickup
808A4 phd_PutPolygons_train
808A8 phd_PutPolygons_train_shade
80D1C ClipXY
80DD8 calc_animating_item_clip_window
811FC mClipBoundingBox
8139C GetBounds
81468 GetFrames
81504 CalcAnimatingItem_ASM
81714 exit_draw_animating_item
81738 exit_draw_animating_item2
81750 stash_the_info
817B0 mRotX
81858 mRotY
818FC mRotYXZ
81918 mRotZ
819CC SetRotation
819FC mRotSuperPackedYXZ
81A8C mTranslateAbsXYZ
81AB0 mTranslateXYZ
81BBC mmPushMatrix
81C0C mmPopMatrix
81C18 mLoadMatrix
81C60 erk_interpolated
81DF4 InitInterpolation
81E60 iPushMatrix
81EB0 iPopMatrix
81F10 iRotX
81FB8 iRotY
8205C iRotZ
82110 SetRotation_I
82140 iRotSuperPackedYXZ
821D0 iTranslateXYZ
821DC iTranslateXYZ2
82318 InterpolateMatrix
82640 CalcAllAnimatingItems_ASM
8281C init_scratchpad
82900 DrawAllAnimatingItems_ASM
82A04 S_DrawFootPrints
82C00 AddFootprint
82D28 HairControl
83670 snaff_sphere_normal
8368C snaff_sphere_special
836B8 load_matrix
83700 save_matrix
83744 mTranslateXYZ
83848 mRotX
838F0 mRotY
83994 mRotYXZ
839B0 mRotZ
83A64 SetRotation
83A80 mRotSuperPackedYXZ
83B00 mRotPackedYXZ
83B30 phd_sqrt_asm
83BDC DEL_CalcLaraMatrices_Normal_ASM
8430C copy_matrix_from_scratch
84350 DEL_CalcLaraMatrices_Interpolated_ASM
84778 LL56
84B08 mTranslateAbsXYZ
84B30 Hardcore_mTranslateXYZ
84B3C mTranslateXYZ
84C40 mRotSuperPackedYXZ
84CC0 mRotPackedYXZ
84CEC mRotX
84D8C mRotY
84E28 mRotYXZ
84E44 mRotZ
84EF4 DEL_stash_both_matrices
84F34 snaff_current_gte_matrix_V1
84F78 DEL_restore_both_matrices
84FB8 mLoadMatrix
84FE4 SetRotation
85000 iRotX
850A0 iRotY
8513C iRotYXZ
85158 iRotZ
85204 SetRotation_I
85220 iRotSuperPackedYXZ
852A0 iRotPackedYXZ
852CC Hardcore_iTranslateXYZ
852D8 iTranslateXYZ
852F8 iTranslateXYZ2
85414 InterpolateMatrix
85764 InterpolateArmMatrix
85814 setup_rotation_matrix
8582C GetFrames
858C8 GetBestFrame
858F8 GetBoundsAccurate
8596C SetLaraUnderwaterNodes
85A58 GetLaraJointPos
85C5C S_SetupClutAdder
85C68 S_CalculateLight
8649C mSqrt
86500 mNormaliseXYZ
865AC CalculateObjectLighting
8669C S_CalculateStaticMeshLight
8688C S_CalculateStaticLight
868AC S_CalculateStaticLight_exit
868B8 S_PrintNiceShadow
86CBC S_PrintShadow
86CC4 OptimiseOTagR
86D1C GetTPage
86D58 GetClut
86D70 DrawCircle2D
86EB8 DrawBox2D
86FD8 S_DrawGouraudBar
8717C calcval
871A8 DelLine
871D8 DelBox
871FC DayNightFader_ASM
872AC UpdateFireSparks
87558 UpdateSmokeSparks
8776C UpdateSplashes
87978 UpdateDebris
87B40 UpdateBlood
87CC8 UpdateDrips
87E28 UpdateGunShells
88120 local_GetRandomControl
88148 UpdateBubbles
88388 UpdateShockwaves
88518 UpdateSparks
88BAC SplashLinks
88BCC DrawAllFx
8A444 subdiv_ripple
8A54C local_mTranslateAbsXYZ
8A674 local_mRotY
8A72C local_mRotX
8A7E8 DrawLaserSightSprite_ASM
8A924 DrawGunflashes
8AA14 TriggerShatterSmoke
8AC0C quick_GetRandomControl
8AC24 GetFreeSmokeSpark
8ACCC keep_those_fires_burning
8AD18 TriggerGlobalStaticFlame_ASM
8ADCC TriggerGlobalFireFlame_ASM
8AF7C GetFreeFireSpark_ASM
8B048 TriggerGlobalFireSmoke_ASM
8B1C8 ClearFires
8B1EC ClearDynamics
8B210 AddFire
8B268 GetFreeShockwave
8B29C TriggerShockwave
8B2F8 GetFreeSpark
8B3DC TriggerShockwaveHitEffect
8B61C Richochet
8B67C TriggerRicochetSpark
8B988 SetupRipple
8BA20 SetupSplash
8BAC4 Splash
8BBB4 WadeSplash
8BD9C TriggerSmallSplash
8BEAC GetFreeBubble
8BF14 CreateBubble
8C008 LaraBubbles
8C0B4 TriggerUnderwaterExplosion
8C1E4 TriggerExplosionBubble
8C35C TriggerExplosionSparks
8C724 TriggerExplosionSmokeEnd
8C8D0 TriggerExplosionSmoke
8CA58 TriggerFireFlame
8CE94 TriggerLaraDrips
8CFD8 GetFreeDrip
8D078 DoLotsOfBlood
8D134 DoBloodSplat
8D1B8 TriggerBlood
8D348 GetFreeBlood
8D3E8 TriggerUnderwaterBlood
8D46C GetFreeGunshell
8D50C TriggerGunShell
8D6D4 TriggerGunSmoke
8D938 SetGunFlash
8D9F4 TriggerFlareSparks
8DB4C PrintString
8DDBC DrawChar
8DEDC GetStringLength
8E028 GetStringDimensions
8E0F8 UpdatePulseColour
8E154 _draw_gbackground2
8E1B8 _DelDrawSprite
8E24C draw_outlines
8E438 GetSpheres
8E6FC TestCollision
8E860 GetJointAbsPosition
8EBB4 GetJointAbsPositionMatrix
8EF00 IsRoomOutside
8F140 DrawMonoScreen
8F1FC SetInventoryLighting
8F348 DEL_ApplyMatrixSV
8F374 CalcClipWindow_ONGTE
8F44C SetupClipWindow_ONGTE
8F46C exit_ClipWindowShit
8F474 print_all_object_NOW
8F500 PrintAllOtherObjects_ASM
8F704 DrawFlash
8F770 DrawPsxTile
8F7D8 DrawShockwaves
8FDA4 insert_psx_clip_window
8FE24 TriggerDynamic
8FF70 TriggerDynamic_MIRROR
8FF8C S_DrawSparks
906B4 local_GetRandomDraw
906DC draw_those_bitches
909C0 DrawSprite
90A88 DecodeAnim
90BD8 DecodeTrack
90D58 GetTrackWord
90DCC DrawCutSeqActors
91030 updateAnimFrame
91110 CalcActorLighting
911F8 GrabActorMatrix
91358 CalcVolumes_ASM
91480 S_SoundPlaySampleLooped
914A0 nosnd
914A8 S_SoundPlaySample
914C8 PlaySample
914E4 S_SoundSetPanAndVolume
91510 nosnd2
91518 SPU_Play
915B0 SPU_AllocChannel
915FC SPU_UpdateStatus
91668 SPU_FreeChannel
91690 S_SoundStopSample
916A0 SPU_Stop
916F8 S_SoundSampleIsPlaying
91708 SPU_Status
91768 S_SoundSetPitch
91780 SoundEffect
91CF4 S_SetReverbType
91D34 S_SoundStopAllSamples
91D44 SPU_StopAll
91D80 SOUND_EndScene
91E8C GetPanVolume
91FF8 StopSoundEffect
920A4 SOUND_Stop
920DC SOUND_Init
92108 CharDef
923F0 AccentTable
9244C cutseq_control_routines
92668 crane_pistols_info
92680 craneguard_pistols_info
92690 admiral_chat_ranges_joby2
926A8 sergie_chat_ranges_joby2
926B8 lara_chat_ranges_joby3
926C4 lara_chat_ranges_joby4
926D8 admiral_chat_ranges_joby4
92700 larson_pistols_info1
92704 lara_chat_ranges_andrea1
9270C larson_chat_ranges1
92724 pierre_chat_ranges1
92760 lara_chat_ranges_andrea2
927A0 larson_chat_ranges2
927B0 pierre_chat_ranges2
927F4 admiral_chat_ranges_joby5
92818 sergie_chat_ranges_joby5
92840 lara_chat_ranges_joby9
92858 admiral_chat_ranges_joby9
928A0 lara_chat_ranges_joby10
928B8 admiral_chat_ranges_joby10
9290C andrea3_pistols_info
92918 lara_chat_ranges_andrea3
92934 larson_chat_ranges3
92950 lara_chat_ranges_andrea3b
92968 larson_chat_ranges3b
92970 priest_chat_ranges_andy7
929B0 lara_chat_ranges_andy7
929CC lara_chat_ranges_joby7
929E0 lara_chat_ranges_andrea4
92A0C pierre_chat_ranges4
92A6C flare_table
92AE8 effect_routines
92BD4 wanky_secrets_table
92BE8 inventry_objects_list
933B8 options_table
93480 optmessages
93498 dels_handy_combine_table
935B8 weapons
93710 HoldStates
93734 states
93940 quadrant_names
93950 gunstates
93968 waterstates
9397C guntypes
939A0 coll_typess
939C0 htypes
939D0 lara_control_routines
93BFC lara_collision_routines
93E28 XATrackClip
93F38 pad_cons
93FD8 scales
93FE4 atanOctantTab
94004 atanTab
95008 DepthTable
95014 CardHeader
95114 LOffset
95154 LTab
99354 YOffset
9A818 _qlog
9A828 _qin
9A82C _qout
9A864 CD_cbread
9A868 CD_read_dma_mode
9A888 __heapbase
9A88C __heapsize
9A890 __text
9A894 __textlen
9A898 __data
9A89C __datalen
9A8A0 __bss
9A8A4 __bsslen
9A8B8 Hcount
9A8C8 rcossin_tbl
9E9B8 Vcount
9EA00 _padFuncNextPort
9EA04 _padFuncClrInfo
9EA08 _padFuncGetTxd
9EA0C _padFuncCurrLimit
9EA10 _padFuncPtr2Port
9EA14 _padFuncPort2Info
9EA18 _padFuncSendAuto
9EA1C _padFuncChkEng
9EA20 _padFuncRecvAuto
9EA24 _padFuncClrCmdNo
9EA28 _padFuncIntGun
9EA2C _padFuncSetGunPort
9EA30 _padFuncGetGunPos
9EA34 _padInfoDir
9EA38 _padIntExec
9EA3C _padGunExec
9EA40 _padSioChan
9EA44 _padSioState
9EA48 _padTotalCurr
9EA4C _padModeMtap
9EA50 _padChanStart
9EA54 _padChanStop
9EA58 _padFixResult
9EA60 _padVsyncParam
9EA70 _padCalledIntPad
9EAD8 _spu_RXX
9EAF0 _spu_tsa
9EAF4 _spu_transMode
9EAF8 _spu_addrMode
9EAFC _spu_mem_mode
9EB00 _spu_mem_mode_plus
9EB04 _spu_mem_mode_unit
9EB08 _spu_mem_mode_unitM
9EB0C _spu_inTransfer
9EB10 _spu_transferCallback
9EB14 _spu_IRQCallback
9EB3C CD_cbsync
9EB40 CD_cbready
9EB44 CD_debug
9EB48 CD_status
9EB4C CD_status1
9EB50 CD_nopen
9EB54 CD_pos
9EB58 CD_mode
9EB59 CD_com
9EB5C DS_active
9EB60 CD_comstr
9EBE0 CD_intstr
9EE44 _stacksize
9EE48 _ramsize
9EE4C _spu_AllocBlockNum
9EE50 _spu_AllocLastNum
9EE54 _spu_memList
9EE60 _spu_EVdma
9EE64 _spu_keystat
9EE68 _spu_trans_mode
9EE6C _spu_rev_flag
9EE70 _spu_rev_reserve_wa
9EE74 _spu_rev_offsetaddr
9EE78 _spu_rev_attr
9EE8C _spu_RQvoice
9EE90 _spu_RQmask
9EE94 _spu_voice_centerNote
9EEC4 _spu_zerobuf
9F2C4 _spu_env
9F2C8 _spu_isCalled
9F31C _spu_rev_startaddr
9F344 _spu_rev_workareasize
9F36C _spu_rev_param
A05B4 gp_start_address
A05B8 scroll_pos
A05BC DEL_playingamefmv
A05BD num_fmvs
A05C0 fmv_to_play
A05C2 dels_cutseq_selector_flag
A05C4 dels_cutseq_player
A05C6 Chris_Menu
A05C7 gfGameMode
A05C8 gfLegendTime
A05C9 bDoCredits
A05CA gfCutNumber
A05CB gfInitialiseGame
A05CC nframes
A05D0 gfNumMips
A05D1 gfNumPickups
A05D2 gfNumTakeaways
A05DF CanLoad
A05E0 ShadeFromTo
A0630 PulseCnt
A0638 LeftClimbTab
A0640 RightClimbTab
A0650 angle
A0652 elevation
A0654 SlowMotion
A0656 SlowMoFrameCount
A0658 WeaponDelay
A0659 InItemControlLoop
A065A ItemNewRoomNo
A065C KeyTriggerActive
A065E GlobalCounter
A0660 TriggerTimer
A0662 SmashedMeshCount
A0664 richcutfrigflag
A0668 nRope
A066C GetLaraOnLOS
A0670 ShatterSounds
A0724 flipeffect
A0728 fliptimer
A072C NoInput
A0730 reset_flag
A0734 number_los_rooms
A0738 framecount
A073C rand_1
A0740 rand_2
A0744 SniperCount
A0745 SniperCamActive
A0748 ExittingBinos
A074C TooFarCount
A0750 CombatShift
A0754 camerasnaps
A0755 TargetSnaps
A0758 BinocularRange
A075C BinocularOn
A0760 BinocularOldCamera
A0764 LaserSight
A0768 InfraRed
A076C TLFlag
A076D LSHKShotsFired
A076E LSHKTimer
A0770 LM
A0780 DoubleDoorPos
A078C PullDoorPos
A0798 PushDoorPos
A07A4 KickDoorPos
A07B0 UnderwaterDoorPos
A07BC CrowbarDoorPos
A07C8 PushPullKickDoorBounds
A07E0 UnderwaterDoorBounds
A07F8 CrowbarDoorBounds
A0810 ClosedDoors
A0890 LiftDoor
A0894 LightningSFXDelay
A0898 HairRotScratchVertNums
A08D4 NodesToStashFromScratch
A0910 NodesToStashToScratch
A092C SkinUseMatrix
A0948 lara_mesh_sweetness_table
A0984 lara_underwater_skin_sweetness_table
A0994 LaraGlobalClipFlag
A0998 cuntercunter
A099C jobyfrigger
A09A0 cutrot
A09A4 disable_horizon
A09A8 cutseq_num
A09AC cutseq_trig
A09B0 GLOBAL_playing_cutseq
A09B4 cutseq_busy_timeout
A09B8 frig_shadow_bbox
A09C4 cut_seethrough
A09C8 lara_chat_cnt
A09C9 actor_chat_cnt
A09D8 wibble
A09DC KillEverythingFlag
A09E0 SplashCount
A09E4 next_spark
A09E8 TES_extra_tab
A09F0 ScreenFade
A09F2 dScreenFade
A09F4 ScreenFadeSpeed
A09F6 ScreenFadeBack
A09F8 ScreenFadedOut
A09FA ScreenFading
A09FC LaserSightActive
A09FD LaserSightCol
A09FE FadeScreenHeight
A0A00 DestFadeScreenHeight
A0A02 FadeClipSpeed
A0A04 FlashFadeR
A0A06 FlashFadeG
A0A08 FlashFadeB
A0A0A FlashFader
A0A0C next_fire_spark
A0A10 next_smoke_spark
A0A14 next_blood
A0A18 next_gunshell
A0A1C next_bubble
A0A20 next_drip
A0A24 NodeOffsets
A0AA4 DebrisFlags
A0AA8 next_debris
A0AAC spotcam_timer
A0AB0 bTrackCamInit
A0AB4 bCheckTrigger
A0AB8 bUseSpotCam
A0ABC bDisableLaraControl
A0AC0 SCOverlay
A0AC1 SCNoDrawLara
A0AC2 SniperOverlay
A0AC8 wf
A0ACC FireBounds
A0AE4 torchroom
A0AE8 hair_wind
A0AEC hair_wind_angle
A0AF0 hair_dwind_angle
A0AF4 health_bar_timer
A0B28 examine_mode
A0B2A stats_mode
A0B2C GLOBAL_lastinvitem
A0B30 GLOBAL_enterinventory
A0B34 GLOBAL_inventoryitemchosen
A0B38 GLOBAL_invkeypadmode
A0B3C GLOBAL_invkeypadcombination
A0B40 keypadx
A0B41 keypady
A0B42 keypadnuminputs
A0B43 keypadpause
A0B44 inventry_xpos
A0B46 inventry_ypos
A0B50 level_items
A0B54 HKShotsFired
A0B55 HKTimer
A0B5C PistolTable
A0B7C LeftIntRightExtTab
A0B84 LeftExtRightIntTab
A0B8C coll
A122E SubsuitAir
A1230 SubHitCount
A1234 slots_used
A1238 PolePos
A1244 PolePosR
A1250 PoleBounds
A1268 AnimatingWaterfallsVOffset
A126C TightRopeBounds
A1284 TightRopePos
A1290 ParallelBarsBounds
A12A8 EnemyBites
A1338 PickUpBounds
A1350 PickUpPosition
A135C HiddenPickUpBounds
A1374 HiddenPickUpPosition
A1380 CrowbarPickUpBounds
A1398 CrowbarPickUpPosition
A13A4 JobyCrowPickUpBounds
A13BC JobyCrowPickUpPosition
A13C8 PlinthPickUpBounds
A13E0 PlinthPickUpPosition
A13EC PickUpBoundsUW
A1404 PickUpPositionUW
A1410 KeyHoleBounds
A1428 KeyHolePosition
A1434 PuzzleBounds
A144C SOBounds
A1464 SOPos
A1470 SearchCollectFrames
A1478 SearchAnims
A1480 SearchOffsets
A1488 MSBounds
A14A0 MSPos
A14AC FromTitle
A14AD JustLoaded
A14B0 sound_active
A14B4 Switch2Bounds
A14CC Switch2Position
A14D8 TurnSwitchBoundsA
A14F0 TurnSwitchPos
A14FC TurnSwitchBoundsC
A1514 TurnSwitchPosA
A1520 CogSwitchPos
A152C CogSwitchBounds
A1544 RailSwitchPos
A1550 RailSwitchBounds
A1568 RailSwitchPos2
A1574 RailSwitchBounds2
A158C JumpSwitchBounds
A15A4 JumpSwitchPos
A15B0 CrowbarPos
A15BC CrowbarBounds
A15D4 CrowbarPos2
A15E0 CrowbarBounds2
A15F8 FullBlockSwitchBounds
A1610 FullBlockSwitchPos
A161C PulleyBounds
A1634 PulleyPos
A1640 CrowDovePos
A164C UnderwaterSwitchBounds
A1664 UnderwaterSwitchBounds2
A167C UnderwaterSwitchPos
A1688 UnderwaterSwitchPos2
A1694 SwitchBounds
A16AC SwitchPos
A16B8 FloorTrapDoorPos
A16C4 FloorTrapDoorBounds
A16DC CeilingTrapDoorPos
A16E8 CeilingTrapDoorBounds
A171C Flame3xzoffs
A173C SPxzoffs
A174C SPyoffs
A175C SPDETyoffs
A176C XAFadeRate
A177C current_cd_mode
A1780 GnFrameCounter
A1784 GnLastFrameCount
A1788 psxtextinfo
A178C psxspriteinfo
A1794 rgbscaleme
A1798 gfx_debugging_mode
A1884 SayNoCount
A1885 DualShock
A1886 PadConnected
A1888 align
A188E reset_count
A18A0 healthBarColourSet
A18C0 poisonBarColourSet
A18E0 airBarColourSet
A1900 dashBarColourSet
A1938 LtLoadingBarEnabled
A1939 LoadingBarEnabled
A193A _first_time_ever
A1950 AnimComp
A1952 AnimatingTexturesVOffset
A1954 PauseReq
A1968 AdjustReq
A197C QuitReq
A1990 SettingsReq
A19A4 ConfigReq
A19B8 StatisticsReq
A19CC PadStrings
A1A9C ProfileDraw
A1AA4 SqrtTable
A1C48 ScalarTable
A1DD4 Matrix
A1DD8 TorchWibble
A1DF8 CurrentReverb
A1DFC InsertReq
A1E10 CheckingReq
A1E24 FormatReq
A1E38 OverwriteReq
A1E4C LoadingReq
A1E60 SavingReq
A1E74 FormattingReq
A1E88 LoadOkReq
A1E9C LoadErrorReq
A1EB0 SaveOkReq
A1EC4 SaveErrorReq
A1ED8 FormatErrorReq
A1EEC NotFormatReq
A1F00 NoSpaceReq
A1F14 NoGamesReq
A1F4C StoreBoxes
A1F50 gfScriptOffset
A1F54 gfScriptWad
A1F58 gfExtensions
A1F5C gfStatus
A1F60 OldSP
A1F64 gfWadNames
A1F8C gfUVRotate
A1F90 gfTakeaways
A1FA0 Gameflow
A1FA4 gfResetHubDest
A1FA8 gfCurrentLevel
A1FAC gfScriptLen
A1FB0 gfLevelNames
A1FD8 gfLensFlare
A1FE4 gfLevelFlags
A1FE8 gfLayer2Vel
A1FEC gfLayer1Vel
A1FF0 gfLayer2Col
A1FF4 gfLayer1Col
A1FF8 GameTimer
A1FFC gfFilenameWad
A2000 gfFilenameOffset
A2004 gfPickups
A2014 gfRequiredStartPos
A2018 gfMirrorRoom
A201C gfMips
A2024 title_controls_locked_out
A2028 gfLensFlareColour
A202C gfStringOffset
A2030 gfResidentCut
A2034 gfLevelComplete
A2038 gfLegend
A203C gfStringWad
A2040 ScaleFlag
A2044 DashTimer
A2048 lara_item
A204C InGameCnt
A2050 globoncuttrig
A2054 CurrentAtmosphere
A2058 Bats
A205C Rats
A2060 FXType
A2064 ClosestItem
A2068 ClosestDist
A206C ZSoff1
A2070 ZSoff2
A2074 Spiders
A2078 YSoff1
A207C YSoff2
A2080 tiltxoff
A2084 tiltyoff
A2088 XSoff1
A208C XSoff2
A2090 OutsideRoomOffsets
A2094 flip_stats
A20BC flip_status
A20C0 flipmap
A20E8 OnObject
A20EC items
A20F0 trigger_index
A20F4 WeatherType
A20F8 cd_flags
A2180 IsAtmospherePlaying
A2184 CurrentPendulum
A21A4 SmashedMesh
A21E4 SmashedMeshRoom
A2204 SetDebounce
A2208 IsRoomOutsideNo
A220C LaraDrawType
A2210 RoomDrawType
A2214 OutsideRoomTable
A2218 _CutSceneTriggered1
A221C _CutSceneTriggered2
A2220 height_type
A2224 twogun
A22C4 los_rooms
A22EC HeavyTriggered
A22F0 FmvSceneTriggered
A22F4 WB_item
A22F8 WB_room
A22FC ClosestCoord
A2308 number_boxes
A230C loops
A2310 boxes
A2314 ground_zone
A233C overlap
A2340 testclip
A2344 number_cameras
A2348 static_lookcamt
A2358 static_lookcamp
A2368 last_target
A2378 ForcedFixedCamera
A2388 UseForcedFixedCamera
A238C last_ideal
A239C camera
A2414 ShatterItem
A2434 NumFixedCameras
A2438 CamOldPos
A2444 old_cam
A2488 GlobalCollisionBounds
A2494 zfront
A2498 xfront
A249C vbufdoor
A24CC interpolated_bounds
A24D8 CurrentRoom
A24DC room
A24E0 number_draw_rooms
A24E4 draw_rooms
A25AC CreditsDone
A25B0 HorizonClip
A25B4 changes
A25B8 SkyPos2
A25BC LightningRGB
A25C4 GlobalRoomNumber
A25C8 outside_right
A25CC outside_bottom
A25D0 number_dynamics
A25D4 SkyPos
A25D8 LightningCount
A25DC Sback_gun
A25E0 anims
A25E4 bones
A25E8 number_rooms
A25EC SLhandPtr
A25F0 outside
A25F4 frames
A25F8 target_mesh_ptr
A25FC binoculars_mesh_ptr
A2600 meshes
A2604 outside_top
A2608 gfMirrorZPlane
A260C ranges
A2610 outside_left
A2614 LightningRand
A2618 dLightningRand
A261C LightningRGBs
A2624 GLOBAL_gunflash_meshptr
A2628 camera_underwater
A262C commands
A2630 SRhandPtr
A2634 GLaraShadowframe
A2638 LaraNodeAmbient
